name;website;vertical;sub_vertical;location;country_raw;region_raw;city_raw;country_normalized;region_normalized;city_normalized;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng;geocode_source
Open Grid Europe;https://oge.net/?ref=failory;otra;Gasoductos / Midstream Estados Unidos;"{""country"": ""Estados Unidos"", ""region"": ""Oklahoma"", ""city"": ""Oklahoma City""}";Estados Unidos;OK;Oklahoma City;Estados Unidos;Oklahoma;Oklahoma City;;growth;Operadora de la mayor red de gasoductos de gas natural de Oklahoma y uno de los mayores de Estados Unidos. 35.000 km de red.;;"{""linkedin"": ""linkedin.com/company/oge-energy""}";1 405-553-3000;"[""N/D (NYSE: OGE Energy)""]";;startup;activa;b2b â· transporte y distribuciã³n de gas natural;[];IntegraciÃ³n de Hâ en red de gas natural. 50% de generaciÃ³n renovable para 2030.;IN_REVIEW;;;backend_pending
Cavitas Energy;https://www.cavitas.co.Reino Unido/?ref=failory;otra;Almacenamiento en Cavernas Salinas;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""S/D""}";Reino Unido;S/D;S/D;Reino Unido;S/D;S/D;;seed;Desarrolla proyectos de almacenamiento de Hâ e hidrÃ³geno en cavernas de sal para almacenamiento de larga duraciÃ³n.;;"{""linkedin"": ""linkedin.com/company/cavitas-energy""}";;"[""N/D""]";;startup;activa;b2b â· desarrollo de cavernas de almacenamiento de hâ;[];Almacenamiento de Hâ estacional permite grid 100% renovable. Las cavernas no tienen degradaciÃ³n.;IN_REVIEW;;;backend_pending
Three60 Energy;three60energy.com;otra;Servicios O&G Downstream;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Aberdeen""}";Reino Unido;S/D;Aberdeen;Reino Unido;S/D;Aberdeen;;growth;Servicios integrales downstream O&G: mantenimiento, ingenierÃ­a y gestiÃ³n de activos en refinerÃ­as y terminales.;;"{""linkedin"": ""linkedin.com/company/three60-energy""}";;"[""N/D""]";2017.0;startup;operativa. creciendo en reino unido y proyectos internacionales.;b2b â· servicios mantenimiento;[];Operaciones eficientes = menor huella energÃ©tica por unidad producida.;IN_REVIEW;;;backend_pending
FUCHS;fuchs.com;otra;Lubricantes Especiales;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Mannheim""}";Alemania;S/D;Mannheim;Alemania;S/D;Mannheim;;growth;Fabricante global de lubricantes especiales: automociÃ³n, minerÃ­a, energÃ­a, industria. Cotiza en DAX.;;"{""linkedin"": ""linkedin.com/company/fuchs""}";49 621 3701 0;"[""N/D (DAX: FPE)""]";1931.0;startup;$3b+ revenue. expanding evs y energã­a renovable.;b2b â· lubricantes industriales;[];Lubricantes de larga vida = menos consumo y residuos. LÃ­nea bio-lubricantes en desarrollo.;IN_REVIEW;;;backend_pending
eServ International;eserv-int.com;otra;Servicios de Campo O&G;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""S/D""}";Reino Unido;S/D;S/D;Reino Unido;S/D;S/D;;growth;Servicios tÃ©cnicos de campo para O&G: inspecciÃ³n, mantenimiento y operaciones en entornos remotos y offshore.;;;;"[""N/D""]";2010.0;startup;operativa. informaciã³n limitada.;b2b â· servicios tã©cnicos campo o&g;[];Mantenimiento eficiente = menos emisiones fugitivas y fugas de gas.;IN_REVIEW;;;backend_pending
EnerMech;enermech.com;otra;Servicios EPC Integrales O&G;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Aberdeen""}";Reino Unido;S/D;Aberdeen;Reino Unido;S/D;Aberdeen;;growth;EPC integral para O&G, petroquÃ­mica y energÃ­a: mecÃ¡nica, elÃ©ctrica, instrumentaciÃ³n. 6.500+ empleados.;;"{""linkedin"": ""linkedin.com/company/enermech""}";44 1224 247 999;"[""Douglas Duguid""]";2008.0;startup;6.500+ empleados. 40+ paã­ses. expandiendo en offshore renovables.;b2b â· epc + servicios integrales;[];Mantenimiento eficiente = menos emisiones fugitivas.;IN_REVIEW;;;backend_pending
HyGear;hygear.com;otra;HidrÃ³geno On-Site / SMR;"{""country"": ""Países Bajos"", ""region"": ""S/D"", ""city"": ""Arnhem""}";Países Bajos;S/D;Arnhem;Países Bajos;S/D;Arnhem;;series_b;Hâ on-site por reformado SMR y purificaciÃ³n para aplicaciones industriales. Backed por Linde.;;"{""linkedin"": ""linkedin.com/company/hygear""}";31 26 352 3222;"[""N/D""]";2008.0;startup;varios sistemas en operaciã³n en europa.;b2b â· sistemas hâ on-site;[];Hâ como vector energÃ©tico industrial. Camino hacia Hâ verde sin SMR.;IN_REVIEW;;;backend_pending
Radiant Nuclear;radiantnuclear.com;otra;Microreactor Nuclear 1MW;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""El Segundo""}";Estados Unidos;CA;El Segundo;Estados Unidos;S/D;El Segundo;;series_b;Kaleidos: microreactor nuclear 1MW en camiÃ³n para zonas remotas, minas, bases militares. Ex-SpaceX engineers.;;"{""linkedin"": ""linkedin.com/company/radiant-nuclear""}";;"[""Doug Bernauer""]";2020.0;startup;doe backed. nrc en proceso. interã©s darpa y sector minero.;b2b/b2g â· reactor como servicio;[];Nuclear sin emisiones. Reemplaza generadores diÃ©sel en zonas sin red elÃ©ctrica.;IN_REVIEW;;;backend_pending
GoFourth;gofourth.com;otra;Solar + Storage Residencial;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;Plataforma que integra solar residencial, baterÃ­as y monitoreo energÃ©tico para hogares en USA.;;;;"[""N/D""]";2020.0;startup;operativa en usa. informaciã³n pãºblica limitada.;b2c â· instalaciã³n solar + almacenamiento;[];Solar + storage: autosuficiencia energÃ©tica posible para hogares.;IN_REVIEW;;;backend_pending
Koolboks;koolboks.com;otra;RefrigeraciÃ³n Solar Africa PAYG;"{""country"": ""Francia"", ""region"": ""S/D"", ""city"": ""París""}";France;Africa;París;Francia;S/D;París;;series_a;Refrigeradores solares con baterÃ­a para comercios y agricultores sin electricidad estable. PAYG. Breakthrough Energy.;;"{""linkedin"": ""linkedin.com/company/koolboks"", ""instagram"": ""instagram.com/koolboks""}";;"[""Ayoola Dominic""]";2019.0;startup;nigeria, benin, camerãºn, togo.;b2c â· leasing payg refrigeradores solares;[];Cadena de frÃ­o = menos desperdicio de alimentos. Sin combustibles fÃ³siles.;IN_REVIEW;;;backend_pending
Group14 Technologies;group14.technology;otra;Materiales Ãnodo Silicio-Carbono;"{""country"": ""Estados Unidos"", ""region"": ""Washington"", ""city"": ""Woodinville""}";Estados Unidos;WA;Woodinville;Estados Unidos;Washington;Woodinville;;series_c+;SCC55: Ã¡nodo carbono-silicio que reemplaza grafito aumentando energÃ­a 50%. En Porsche Taycan.;;"{""linkedin"": ""linkedin.com/company/group14-technologies""}";;"[""Rick Luebbe"", ""Brian Lit\u00c3""]";2015.0;startup;planta wa operativa. clientes automociã³n y electrã³nica de consumo.;b2b â· materiales ã¡nodo para baterã­as;[];BaterÃ­as mÃ¡s densas = menos material por kWh = menos minerÃ­a.;IN_REVIEW;;;backend_pending
BLUETTI;bluetti.com;otra;Estaciones EnergÃ­a PortÃ¡til;"{""country"": ""China"", ""region"": ""S/D"", ""city"": ""Shenzhen""}";China;S/D;Shenzhen;China;S/D;Shenzhen;;growth;Fabricante D2C de estaciones de energÃ­a portÃ¡tiles y sistemas residenciales. 100+ paÃ­ses. $200M+ revenue.;;"{""linkedin"": ""linkedin.com/company/bluetti"", ""instagram"": ""instagram.com/bluetti_official""}";;"[""N/D""]";2019.0;startup;100+ paã­ses. d2c usa y europa. expansiã³n residencial.;b2c â· d2c + amazon + retail;[];AutonomÃ­a energÃ©tica para hogares y emergencias. Sin generadores de gasolina.;IN_REVIEW;;;backend_pending
Emerald AI;emeraldai.co;otra;IA para Eficiencia EnergÃ©tica Edificios;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""S/D""}";Reino Unido;S/D;S/D;Reino Unido;S/D;S/D;;seed;IA para optimizaciÃ³n de consumo energÃ©tico en edificios comerciales e industriales. Reduce factura 15-25%.;;;;"[""N/D""]";2021.0;startup;etapa temprana. informaciã³n limitada.;b2b â· saas optimizaciã³n energã©tica;[];Edificios representan 40% consumo global. IA puede reducirlo 15-25%.;IN_REVIEW;;;backend_pending
DroneDeploy;dronedeploy.com;otra;Software Drones / Mapeo 3D;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;series_e;Plataforma lÃ­der de software para drones: mapas 3D para construcciÃ³n, energÃ­a y minerÃ­a. 500k+ usuarios.;;"{""linkedin"": ""linkedin.com/company/dronedeploy"", ""instagram"": ""instagram.com/dronedeploy"", ""twitter"": ""twitter.com/DroneDeploy""}";;"[""Mike Winn"", ""Nicholas Pilkington""]";2013.0;startup;500k+ usuarios. 180 paã­ses. integraciã³n dji, skydio, etc.;b2b â· saas gestiã³n y anã¡lisis de vuelos;[];Inspecciones con drones = mayor seguridad y menor costo que escaladores.;IN_REVIEW;;;backend_pending
Mainspring Energy;mainspringenergy.com;otra;Generadores Lineales Multifuel;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Menlo Park""}";Estados Unidos;CA;Menlo Park;Estados Unidos;S/D;Menlo Park;;series_d;Generadores lineales con gas, biogÃ¡s, propano e Hâ. 70% menos emisiones. Hâ-ready. Bill Gates backed.;;"{""linkedin"": ""linkedin.com/company/mainspring-energy""}";;"[""Shannon Miller""]";2010.0;startup;cientos de unidades en usa. backed bill gates, khosla.;b2b â· generadores distribuciã³n + backup;[];GeneraciÃ³n distribuida 70% menos emisiones. Camino al 100% Hâ.;IN_REVIEW;;;backend_pending
Ultraviolette;ultraviolette.com;otra;Motos ElÃ©ctricas Premium India;"{""country"": ""India"", ""region"": ""S/D"", ""city"": ""Bangalore""}";India;S/D;Bangalore;India;S/D;Bangalore;;series_b;F77 Mach 2: 307km de autonomÃ­a. Moto elÃ©ctrica de alto rendimiento para India. Backed TVS.;;"{""linkedin"": ""linkedin.com/company/ultraviolette-automotive"", ""instagram"": ""instagram.com/ultravioletteautomotive""}";;"[""Narayan Subramaniam"", ""Niraj Rajmohan""]";2016.0;startup;entregas en india iniciadas. exportaciã³n a europa en planes.;b2c â· venta directa + showrooms;[];India: 220M motos de combustiÃ³n. ElectrificaciÃ³n = reducciÃ³n enorme de emisiones.;IN_REVIEW;;;backend_pending
General Fusion;generalfusion.com;otra;FusiÃ³n Nuclear MTF;"{""country"": ""Canadá"", ""region"": ""British Columbia"", ""city"": ""Vancouver""}";Canada;BC;Vancouver;Canadá;British Columbia;Vancouver;;series_e;FusiÃ³n por compresiÃ³n de plasma magnetizado con pistones de metal lÃ­quido. Jeff Bezos-backed.;;"{""linkedin"": ""linkedin.com/company/general-fusion""}";1 604-521-3188;"[""Michel Laberge""]";2002.0;startup;demo plant reino unido en desarrollo. backed bezos, temasek.;b2g â· licencias + proyectos;[];FusiÃ³n = energÃ­a ilimitada sin residuos radiactivos de larga vida.;IN_REVIEW;;;backend_pending
Sempra Infrastructure;semprainfrastructure.com;otra;GNL / Infraestructura USA-MÃ©xico;"{""country"": ""Estados Unidos"", ""region"": ""Texas"", ""city"": ""Houston""}";Estados Unidos;TX;Houston;Estados Unidos;Texas;Houston;;growth;Port Arthur LNG: terminal de exportaciÃ³n GNL $10B con ConocoPhillips. Gas + almacenamiento.;;"{""linkedin"": ""linkedin.com/company/sempra-infrastructure""}";1 713 385 6700;"[""N/D (NYSE: SRE)""]";2021.0;startup;port arthur en construcciã³n. contratos firmados con compradores asiã¡ticos.;b2b â· gnl + gasoductos + almacenamiento;[];GNL reemplaza carbÃ³n reduciendo SOâ y partÃ­culas en Asia.;IN_REVIEW;;;backend_pending
Nexamp;nexamp.com;otra;Solar Comunitario USA;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Boston""}";Estados Unidos;MA;Boston;Estados Unidos;Massachusetts;Boston;;growth;LÃ­der en community solar USA: 300MW+, 200.000+ suscriptores. Solar para quienes no tienen techo apto.;;"{""linkedin"": ""linkedin.com/company/nexamp""}";;"[""N/D""]";2007.0;startup;300mw+. 200.000+ suscriptores. expandiendo estados.;b2c/b2b â· suscripciones community solar;[];Solar democratizado para hogares que alquilan o tienen techo no apto.;IN_REVIEW;;;backend_pending
SPAN;span.io;otra;Panel ElÃ©ctrico Inteligente;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;series_b;Panel elÃ©ctrico digital que gestiona solar, baterÃ­as y EV en tiempo real. Ex-Tesla CEO fundador.;;"{""linkedin"": ""linkedin.com/company/span"", ""instagram"": ""instagram.com/span_io""}";;"[""Arch Rao (ex-Tesla)""]";2018.0;startup;instaladores en todo usa. partnership con sunrun.;b2c â· hardware + saas;[];Control total consumo hogar. Maximiza autoconsumo solar. Gestiona V2H.;IN_REVIEW;;;backend_pending
Last Energy;lastenergy.com;otra;Microreactor Nuclear Comercial 20MW;"{""country"": ""Estados Unidos"", ""region"": ""District of Columbia"", ""city"": ""Washington""}";Estados Unidos;DC;Washington;Estados Unidos;District of Columbia;Washington;;series_b;Microreactor 20MW llave en mano. PPAs 20 aÃ±os. Contratos firmados en Polonia y Reino Unido.;;"{""linkedin"": ""linkedin.com/company/last-energy""}";;"[""Bret Kugelmass""]";2020.0;startup;contratos polonia y reino unido firmados. diseã±o en certificaciã³n regulatoria.;b2b â· reactor como servicio â· ppa 20 aã±os;[];Nuclear 4Âª gen sin carbono. Descarboniza calor industrial de alta temperatura.;IN_REVIEW;;;backend_pending
Chakr Innovation;chakr.in;otra;Captura PartÃ­culas DiÃ©sel â Tinta;"{""country"": ""India"", ""region"": ""S/D"", ""city"": ""Delhi""}";India;S/D;Delhi;India;S/D;Delhi;;series_a;Captura hollÃ­n de generadores diÃ©sel y lo convierte en tinta de impresiÃ³n. IIT Delhi. PM Modi award.;;"{""linkedin"": ""linkedin.com/company/chakr-innovation""}";;"[""Arpit Dhupar"", ""Kushagra Srivastava""]";2016.0;startup;cientos de dispositivos en india. backed por shell foundation.;b2b â· dispositivos captura + venta tinta;[];Captura PM2.5 de generadores. India tiene millones de generadores diÃ©sel.;IN_REVIEW;;;backend_pending
OXCCU;oxccu.com;otra;COâ â Combustibles de AviaciÃ³n SAF;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Oxford""}";Reino Unido;S/D;Oxford;Reino Unido;S/D;Oxford;;series_a;COâ + Hâ â SAF en un solo paso con catalizador de hierro. Oxford spin-off. EIC Accelerator.;;"{""linkedin"": ""linkedin.com/company/oxccu""}";;"[""Tiancun Xiao"", ""Peter Edwards (Oxford)""]";2021.0;startup;piloto operativo. backed united airlines ventures, barclays.;b2b â· licencias de tecnologã­a + proyectos;[];SAF de COâ = aviaciÃ³n sin carbono neto. Sector difÃ­cil de descarbonizar.;IN_REVIEW;;;backend_pending
Eden GeoPower;edengeopower.com;otra;Geotermia Mejorada EGS;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Cambridge""}";Estados Unidos;MA;Cambridge;Estados Unidos;Massachusetts;Cambridge;;seed;EGS: crea reservorios geotÃ©rmicos en cualquier lugar con presiÃ³n de fluidos. MIT spin-off.;;"{""linkedin"": ""linkedin.com/company/eden-geopower""}";;"[""Carlos Araque"", ""Abe Blair (MIT)""]";2020.0;startup;doe backed. pilotos en proceso.;b2b â· servicios estimulaciã³n + proyectos egs;[];Geotermia 24/7 sin carbono. EGS abre geotermia a todo el planeta.;IN_REVIEW;;;backend_pending
XL Batteries;xlbatteries.com;otra;BaterÃ­as Flujo Zinc-Manganeso LDES;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;BaterÃ­as de flujo zinc-manganeso para almacenamiento de larga duraciÃ³n. Sin litio, sin vanadio.;;"{""linkedin"": ""linkedin.com/company/xl-batteries""}";;"[""N/D""]";2020.0;startup;etapa i+d. muy temprana.;b2b â· sistemas ldes para utilities;[];LDES con materiales locales = democratiza almacenamiento de energÃ­a.;IN_REVIEW;;;backend_pending
Serentica Global;serenticaglobal.com;otra;Renovables + Storage 24/7 India;"{""country"": ""India"", ""region"": ""S/D"", ""city"": ""Mumbai""}";India;S/D;Mumbai;India;S/D;Mumbai;;series_a;Renovables con almacenamiento Round-the-Clock para industria india. 5GW pipeline. Hinduja Group.;;"{""linkedin"": ""linkedin.com/company/serentica-global""}";;"[""N/D (Hinduja Group)""]";2022.0;startup;proyectos en construcciã³n. 5gw pipeline en varios estados.;b2b â· ppas renovables + almacenamiento;[];India descarboniza industria con renovables 24/7. Solar+almacenamiento viable.;IN_REVIEW;;;backend_pending
The Nuclear Company;thenuclearcompany.com;otra;Flota Nuclear Estandarizada;"{""country"": ""Estados Unidos"", ""region"": ""District of Columbia"", ""city"": ""Washington""}";Estados Unidos;DC;Washington;Estados Unidos;District of Columbia;Washington;;seed;Construye flota de reactores nucleares estandarizados para reducir costos y tiempos de obra.;;"{""linkedin"": ""linkedin.com/company/the-nuclear-company""}";;"[""N/D""]";2023.0;startup;modelo en desarrollo. etapa temprana.;b2g â· contratos desarrollo reactores;[];Nuclear sin carbono. Flota estÃ¡ndar puede reducir costo 3-5x.;IN_REVIEW;;;backend_pending
Nitricity;nitricity.co;otra;Fertilizante de Plasma On-Farm;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;seed;Fertilizante nitrogenado del aire con plasma elÃ©ctrico on-farm. Sin Haber-Bosch, sin gas natural.;;"{""linkedin"": ""linkedin.com/company/nitricity""}";;"[""Joshua Ensberg"", ""Gabi Weizman""]";2019.0;startup;sistemas piloto en granjas de california.;b2b â· venta fertilizante + sistemas on-farm;[];Fertilizantes = 2% emisiones globales. Nitricity elimina esa huella.;IN_REVIEW;;;backend_pending
Pure Lithium;purelithium.io;otra;Ãnodo de Litio MetÃ¡lico;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Boston""}";Estados Unidos;MA;Boston;Estados Unidos;Massachusetts;Boston;;series_a;Ãnodo de litio metÃ¡lico puro para baterÃ­as de prÃ³xima generaciÃ³n. 2x densidad vs grafito.;;"{""linkedin"": ""linkedin.com/company/pure-lithium-corporation""}";;"[""Emilie Bodoin""]";2018.0;startup;backed founders fund. muestras con oems automotrices.;b2b â· materiales ã¡nodo para baterã­as;[];2x densidad = 50% menos materiales por kWh = menor minerÃ­a.;IN_REVIEW;;;backend_pending
Arevon Energy;arevonenergy.com;otra;Solar + Storage Utility USA;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;AZ;Scottsdale;Estados Unidos;S/D;S/D;;growth;Spin-off de AES + AIMCO. 10GW+ pipeline de proyectos solar y almacenamiento utility-scale en USA.;;"{""linkedin"": ""linkedin.com/company/arevon-energy""}";;"[""N/D (AES + AIMCO)""]";2021.0;startup;10gw+ pipeline. proyectos en construcciã³n en varios estados.;ipp â· ppas + financiaciã³n proyectos;[];GWs de solar + almacenamiento aceleran transiciÃ³n del grid americano.;IN_REVIEW;;;backend_pending
Sing Auto Tech;singautotech.com;otra;Componentes EV / China;"{""country"": ""China"", ""region"": ""S/D"", ""city"": ""S/D""}";China;S/D;S/D;China;S/D;S/D;;growth;Componentes para vehÃ­culos elÃ©ctricos: inversores, cargadores y BMS para OEMs chinos.;;;;"[""N/D""]";2015.0;startup;operativa en china. informaciã³n limitada.;b2b â· componentes para oems evs;[];Componentes EV de calidad = baterÃ­as mÃ¡s seguras y durables.;IN_REVIEW;;;backend_pending
Terrestrial Energy;terrestrialenergy.com;otra;IMSR / Reactor Sal Fundida 4Âª Gen;"{""country"": ""Canadá"", ""region"": ""Ontario"", ""city"": ""Oakville""}";Canada;ON;Oakville;Canadá;Ontario;Oakville;;series_b;IMSR 390MW a presiÃ³n atmosfÃ©rica, sin agua. 4Âª generaciÃ³n. Proceso de licencia avanzado en CanadÃ¡.;;"{""linkedin"": ""linkedin.com/company/terrestrial-energy""}";;"[""Simon Irish""]";2013.0;startup;revisiã³n doe completada. licencia en canadã¡ avanzada.;b2g â· licencias + proyectos reactor;[];Nuclear 4Âª gen sin residuos de larga vida. Calor industrial sin carbono.;IN_REVIEW;;;backend_pending
Deep Isolation;deepisolation.com;otra;Almacenamiento Residuos Nucleares;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Berkeley""}";Estados Unidos;CA;Berkeley;Estados Unidos;S/D;Berkeley;;series_a;Almacena residuos nucleares en perforaciones horizontales profundas con tech de O&G. Berkeley.;;"{""linkedin"": ""linkedin.com/company/deep-isolation""}";;"[""Elizabeth Muller"", ""Richard Muller (Berkeley)""]";2016.0;startup;pilotos en chile y otros paã­ses. backed fundadores de berkeley earth.;b2g/b2b â· servicios almacenamiento residuos;[];Resuelve el mayor obstÃ¡culo del nuclear: almacenamiento seguro de residuos.;IN_REVIEW;;;backend_pending
Proxima Fusion;proximafusion.com;otra;FusiÃ³n Stellarator HTS;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Múnich""}";Alemania;S/D;Múnich;Alemania;S/D;Múnich;;seed;Stellarator con superconductores HTS. MÃ¡s estable que tokamak. Max Planck spin-off. â¬20M seed.;;"{""linkedin"": ""linkedin.com/company/proxima-fusion""}";;"[""Francesco Sciortino"", ""Lucio Milanese""]";2023.0;startup;spin-off max planck institut. â¬20m seed.;b2g â· desarrollo reactor fusiã³n;[];FusiÃ³n comercial = energÃ­a ilimitada. El santo grial energÃ©tico.;IN_REVIEW;;;backend_pending
Fuse Energy;fuseenergy.com;otra;Utility Renovable Reino Unido Nueva Gen;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Londres""}";Reino Unido;S/D;Londres;Reino Unido;S/D;Londres;;seed;Comercializadora de energÃ­a renovable app-first para hogares en Reino Unido. Sin contratos largos.;;"{""linkedin"": ""linkedin.com/company/fuse-energy""}";;"[""N/D""]";2022.0;startup;lanzada en reino unido. crecimiento de base de clientes.;b2c â· comercializaciã³n energã­a renovable;[];EnergÃ­a 100% renovable para hogares Reino Unido. Facilita transiciÃ³n del consumidor.;IN_REVIEW;;;backend_pending
Factorial Energy;factorialenergy.com;otra;BaterÃ­as Estado SÃ³lido EV;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Woburn""}";Estados Unidos;MA;Woburn;Estados Unidos;Massachusetts;Woburn;;series_c+;FEST: baterÃ­as estado sÃ³lido con 40% mÃ¡s energÃ­a que litio-ion. Stellantis+Mercedes+Hyundai.;;"{""linkedin"": ""linkedin.com/company/factorial-energy""}";;"[""Siyu Huang"", ""Alex Yu""]";2012.0;startup;celdas entregadas a oems. escalando manufactura.;b2b â· baterã­as + licencias para oems;[];BaterÃ­as mÃ¡s densas = mayor autonomÃ­a EV = mayor adopciÃ³n = menos gasolina.;IN_REVIEW;;;backend_pending
Verlume;verlume.world;otra;BaterÃ­a Submarina / Halo;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Aberdeen""}";Reino Unido;S/D;Aberdeen;Reino Unido;S/D;Aberdeen;;series_a;Halo: sistema de almacenamiento submarino para alimentar infraestructura subsea de forma autÃ³noma.;;"{""linkedin"": ""linkedin.com/company/verlume""}";;"[""Adam Cartwright""]";2016.0;startup;backed equinor, bp. sistemas en prueba en mar del norte.;b2b â· sistemas halo para subsea;[];Reduce barcos de soporte subsea. Servicios para cables eÃ³licos offshore.;IN_REVIEW;;;backend_pending
Deep Sky Climate;deepskyclimate.com;otra;Hub CDR / Captura Carbono CanadÃ¡;"{""country"": ""Canadá"", ""region"": ""S/D"", ""city"": ""Montreal""}";Canada;S/D;Montreal;Canadá;S/D;Montreal;;series_a;Hub CDR en CanadÃ¡: energÃ­a hidro barata + geologÃ­a + regulaciÃ³n para DAC y otros CDR.;;"{""linkedin"": ""linkedin.com/company/deep-sky""}";;"[""Damien Steel""]";2022.0;startup;primeros proyectos en desarrollo. partnerships con tecnologã­as dac.;b2b â· crã©ditos cdr + servicios a proyectos;[];CDR necesario para net-zero. CanadÃ¡ puede ser hub global de CDR.;IN_REVIEW;;;backend_pending
Aspen Power Partners;aspenpower.com;otra;Solar Comunitario LMI USA;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;growth;Desarrolla community solar con foco en comunidades de bajos ingresos. IRA-boosted.;;"{""linkedin"": ""linkedin.com/company/aspen-power-partners""}";;"[""N/D""]";2021.0;startup;gws en pipeline. beneficiado por inflation reduction act.;b2c/b2b â· suscripciones community solar;[];Equity solar: lleva beneficios del solar a comunidades marginadas.;IN_REVIEW;;;backend_pending
Kyoto Fusioneering;kyotofusioneering.com;otra;Componentes para FusiÃ³n Nuclear;"{""country"": ""Japón"", ""region"": ""S/D"", ""city"": ""Kioto""}";Japan;S/D;Kioto;Japón;S/D;Kioto;;series_b;Fabrica divertors y blankets 3D-printed para reactores de fusiÃ³n. KU spin-off. Toshiba-backed.;;"{""linkedin"": ""linkedin.com/company/kyoto-fusioneering""}";;"[""Satoshi Konishi (Kyoto University)""]";2019.0;startup;backed toshiba, sumitomo. partner commonwealth fusion systems.;b2b â· componentes para reactores fusiã³n;[];FusiÃ³n requiere componentes que soporten 100MÂ°C. Kyoto los fabrica.;IN_REVIEW;;;backend_pending
Electra;electra.earth;otra;Acero Verde / ElectrÃ³lisis Ãcida;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Boulder""}";Estados Unidos;CO;Boulder;Estados Unidos;S/D;Boulder;;series_b;Hierro de alta pureza por electrÃ³lisis Ã¡cida a temperatura ambiente. Sin horno, sin coque.;;"{""linkedin"": ""linkedin.com/company/electra""}";;"[""Quoc Tran (MIT/Caltech)""]";2020.0;startup;planta piloto boulder. backed bhp, rio tinto, amazon, breakthrough energy.;b2b â· hierro alta pureza para acerera;[];Acero = 7% emisiones globales. Electra puede eliminarlo con renovables.;IN_REVIEW;;;backend_pending
NuclearN AI;nuclearn.ai;otra;IA para Operaciones Nucleares;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;IA para optimizaciÃ³n, mantenimiento predictivo y gestiÃ³n documental en plantas nucleares.;;"{""linkedin"": ""linkedin.com/company/nuclearn-ai""}";;"[""N/D""]";2021.0;startup;etapa temprana. primeros clientes en usa.;b2b â· saas para operadores nucleares;[];Nuclear mÃ¡s barato = mÃ¡s nuclear = mÃ¡s energÃ­a limpia.;IN_REVIEW;;;backend_pending
Holtec International;holtecinternational.com;otra;SMR-300 + Desmantelamiento Nuclear;"{""country"": ""Estados Unidos"", ""region"": ""New Jersey"", ""city"": ""Camden""}";Estados Unidos;NJ;Camden;Estados Unidos;New Jersey;Camden;;growth;SMR-300 de 300MW + almacenamiento residuos + desmantelamiento. DOE grant $116M.;;"{""linkedin"": ""linkedin.com/company/holtec-international""}";1 856-797-0900;"[""Kris Singh""]";1986.0;startup;smr-300 en proceso nrc. doe $116m. desmantelando vermont yankee.;b2g â· smrs + almacenamiento residuos;[];Nuclear sin carbono. Reutiliza sitios nucleares para nueva generaciÃ³n limpia.;IN_REVIEW;;;backend_pending
