name,website,vertical ,sub vertical,Descripcion / soluciÃ³n ,paÃ­s Â¿dÃ³nde se encuentra su principal sede de operaciones? ,ciudad/regiÃ³n ,EstadÃ­o actual ,TelÃ©fono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES Â¿QUÃ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ Â¿En quÃ© momento del crecimiento estÃ¡?,ÃREA INFLUENCIA: Â¿quÃ© alcance tiene su soluciÃ³n hoy?,"ESTADIO SOLUCIÃN (Â¿En quÃ© nivel de madurez tecnolÃ³gica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME Â¿QUÃ PASÃ CON LA EMPRESA?
Bircle AI,bircle.ai,AgTech,Digital Agriculture / Ag Software,"Cobranza respetuosa impulsada por IA. Bircle estÃ¡ transformando la industria de la cobranza para empresas. Su plataforma combina todas las herramientas para automatizar el proceso de cobranza: omnicanalidad por voz y texto, agentes de IA conversacional, la integraciÃ³n vÃ­a API con gateways de pago, mÃ©tricas y reportes, entre otros. El resultado: un proceso mÃ¡s rÃ¡pido, eficiente y respetuoso.",,No disponible pÃºblicamente,Pre-Seed,,,https://www.linkedin.com/company/bircleai/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1LVz9uIr31SzAQuOO95djFCEUvN5x94lg&w=3840&q=75,Francisco Piantoni Vera (https://www.linkedin.com/in/franciscopiantonivera/) | JosÃ© Romero Victorica (https://www.linkedin.com/in/joseromerovictorica/) | Marcos Lozada Freytes (https://www.linkedin.com/in/marcoslozadafreytes/),2023,,,,,,,,
Booster Agro,boosteragro.com,AgTech,Digital Agriculture / Ag Software,AplicaciÃ³n agroclimÃ¡tica que agrupa todos los pronÃ³sticos de clima.,,No datos directos en web (posible sede Buenos Aires),Seed,,,https://www.linkedin.com/company/booster-agro/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1mRaf6CLxN2j-0sRyNgfFLLkzowByI4tA&w=3840&q=75,Marcos Alvarado (https://www.linkedin.com/in/alvaradomarcos/) | SebastiÃ¡n Galdeano (https://www.linkedin.com/in/sebasti%C3%A1n-galdeano-a874181a/),2016,,,,,,,,
CaburÃ©,cabure.com.ar,AgTech,Ag Hardware & Automation,"CaburÃ© es una plataforma web que permite recolectar y gestionar la informaciÃ³n productiva de manera Ã¡gil, simple y en un espacio centralizado de acceso rÃ¡pido para todos los miembros de la empresa.",Argentina,CÃ³rdoba,N/A,03467-15441067,elcabureia@gmail.com,https://www.linkedin.com/company/cabure/about/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1hEbYLJmw4tikYYMovfwQOCwiZif_Huq9&w=3840&q=75,Felix Casabal (https://www.linkedin.com/in/felix-casabal-8404662/) | Sebastian Sosa (https://www.linkedin.com/in/sebastian-sosa-arg/),2018,,,,,,,,
Cattler,cattler.farm,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales",Cattler es una compaÃ±Ã­a startup que desarrolla y aplica tecnologÃ­a para digitalizar y transformar la ganaderÃ­a mundial.,,No disponible pÃºblicamente,Seed,,,https://www.linkedin.com/company/cattler-corporation/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1HP2-iH3EMmylpuQ-c7MJyQkFzJlecwHO&w=3840&q=75,Ezequiel Conti (https://www.linkedin.com/in/ezequiel-conti-7b083068/) | Ignacio Albornoz (https://www.linkedin.com/in/ignacio-albornoz-44a9a8b/),2019,,,,,,,,
Ceres Demeter,ceresdemeter.com.ar,AgTech,Digital Agriculture / Ag Software,Empresa especializada en el escalado y desarrollo de innovaciones microbiolÃ³gicas destinadas al sector agrÃ­cola.,Argentina,RÃ­o Cuarto,Seed,+54 9 358 484 5563,info@ceresdemeter.com.ar,https://www.linkedin.com/company/ceresdemeter/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D10mrmapzDtkC38o0dT5H6IJAOQzw1WLz6&w=3840&q=75,Christopher Kilmurray (https://www.linkedin.com/in/christopher-kilmurray-6980b86b/) | Sergio Bonansea (https://www.linkedin.com/in/sergio-bonansea-74822818/),2011,,,,,,,,
App Circular,appcircular.com,AgTech,Digital Agriculture / Ag Software,Circular es una plataforma de colaboraciÃ³n en la nube que mejora la vida de todos los participantes en la cadena logÃ­stica.,,No datos disponibles,Seed,,,https://www.linkedin.com/company/appcircular ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D19JkHcKE71kY_8ck4nFV2ZdInyR4L8MIH&w=3840&q=75,Andres Augspach (https://www.linkedin.com/in/aaugsp/) | Marcos Laffaye (https://www.linkedin.com/in/mlaffaye/),2018,,,,,,,,
De Campo a Campo,decampoacampo.com,AgTech,Ag Hardware & Automation,"Mercado ganadero que comercializa hacienda en todo el paÃ­s las 24 horas del dÃ­a. Sus productos son: hacienda para faena y hacienda de invernada, crÃ­a y recrÃ­a.",,No datos disponibles,N/A,,,https://www.linkedin.com/company/decampoacampo-com/about/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1oNkmuVHaIeNaTkTktnFBNtvCaa3vfALF&w=3840&q=75,Jeronimo Campero (https://www.linkedin.com/in/jeronimo-campero-6b1ba519a/),2009,,,,,,,,
DeepAgro,deepagro.co,AgTech,Ag Hardware & Automation,Deepagro desarrolla un sistema de detecciÃ³n inteligente de malezas para el sector agrÃ­cola.,,No contacto visible,Seed,,,https://www.linkedin.com/company/deepagro/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1jJrmBPkqRGXakxL_6d1oFmOGzMP86iT4&w=3840&q=75,Juan Ignacio Cavalieri (https://www.linkedin.com/in/juan-ignacio-cavalieri/) | Juan Ignacio Cornet (https://www.linkedin.com/in/juanignaciocornet/) | Juan Manuel Baruffaldi (https://www.linkedin.com/in/juanmanuelbaruffaldi/),2018,,,,,,,,
DigiRodeo,digirodeo.com,AgTech,Ag Hardware & Automation,Digirodeo es una compaÃ±Ã­a de Agtech que se especializa en brindar soluciones tecnolÃ³gicas estratÃ©gicas para la industria del campo.,,No datos disponibles,Seed,,,https://www.linkedin.com/company/digirodeo/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1UMZj0VFWKX-Y0-SPD4DDQzipgK2aC2HX&w=3840&q=75,Ignacio Iturriaga (https://www.mapeos.endeavor.org.ar/TBD) | Nicolas Reyes (https://www.mapeos.endeavor.org.ar/TBD),2017,,,,,,,,
Dymaxion Labs,dymaxionlabs.com,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales",Dymaxion Labs permitirÃ¡ a todas las organizaciones en el mundo convertirse en una organizaciÃ³n impulsada por geoespacial.,,No datos visibles,Seed,,,https://www.linkedin.com/company/dymaxion-labs/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1xc-6fEa52tb8M9c6s6WOyMSAMSGYn7oV&w=3840&q=75,DamiÃ¡n Emiliano Silvani (https://www.linkedin.com/in/dsilvani/) | Federico Bayle (https://www.mapeos.endeavor.org.ar/TBD),2018,,,,,,,,
Einsted Bio,einsted.bio,AgTech,Ag Hardware & Automation,Einsted estÃ¡ desarrollando un novedoso sistema modular que captura CO2 del medio ambiente. Su objetivo es generar una red de captura de CO2 descentralizada con sistemas que se puedan instalar en cualquier parte del planeta a un bajo costo y con el mÃ­nimo impacto en el medio ambiente.,,Sitio no accesible / sin contacto,Pre-Seed,,,https://www.linkedin.com/company/einsted/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1mHCGPruPpvNPbacbg1E53sFvmbW4QqKq&w=3840&q=75,Atilio Grimani (https://www.mapeos.endeavor.org.ar/TBD) | Nahuel Olaiz (https://www.linkedin.com/in/nahuel-olaiz-39811336/),2018,,,,,,,,
Eiwa,eiwa.ag,FOODTECH,Novel Ingredients & Alternative Proteins,"EIWA ayuda al ecosistema agrÃ­cola a desarrollar y adoptar nuevos insumos agrÃ­colas, prÃ¡cticas de gestiÃ³n y servicios digitales.",,No datos visibles,Series A,,,https://www.linkedin.com/company/eiwa-s.a/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1UcEXEo5Jpnf3b03ZseeInYPoSHyoGiJj&w=3840&q=75,Marcelo Gowland (https://www.linkedin.com/in/marcelo-f-gowland-78114b32/) | Nicolas Otamendi (https://www.linkedin.com/in/nicolas-otamendi-b3bbb96/),2013,,,,,,,,
Elementa Foods,elementafoods.com,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales","Elementa busca transformar la matriz productiva y alimenticia de latinoamÃ©rica, buscando ser unos de los proveedores lÃ­deres en cantidad y calidad de proteÃ­nas alternativas.",,No contacto visible,N/A,,,https://www.linkedin.com/company/elementa-foods/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1SQMxw02rTmM6i_zohV4VImczPY5IGbxp&w=3840&q=75,Emiliano Benito (https://www.linkedin.com/in/emiliano-benito/) | GastÃ³n Marcelo Saint Paul (https://www.linkedin.com/in/gast%C3%B3n-marcelo-saint-paul-50a23b42/) | Ignacio Fucile (https://www.linkedin.com/in/ignacio-fucile-01a3a4b1/),2020,,,,,,,,
Elytron Biotech,elytronbiotech.com,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales","Combinando las mejores herramientas de la biotech y deep tech, Elytron desarrolla productos biolÃ³gicos de alto rendimiento para cada plaga, regiÃ³n y cultivo. Su plataforma identifica la mejor cepa o combinaciÃ³n de cepas de microorganismos que maximiza los resultados para un problema determinado.",,No datos visibles,Seed,,,https://www.linkedin.com/company/elytron-biotech-s-a/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1rdf1anDA8EcuGzeMvegXl8rhFrDryYf9&w=3840&q=75,Ana Indart (https://www.linkedin.com/in/ana-indart-4b37061a6/) | Federico Ocampo (https://www.linkedin.com/in/federico-ocampo-43315114/) | Tadeo Fernandez GÃ¶bel (https://www.linkedin.com/in/fernandez-g%C3%B6bel/),2020,,,,,,,,
FeedVax,feedvax.com,AgTech,"AgTech
Nuevos Sistemas De Cultivo","Vacunas orales para animales de cultivo, vacunaciÃ³n simple y sin problemas.",,Estados Unidos,Seed,,,https://www.linkedin.com/company/feedvax/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1GhDsRFtwpgYDpVtEkWQbFIzarHhueIeL&w=3840&q=75,Luis Barletta (https://www.linkedin.com/in/luis-barletta-b12b1432/),2018,,,,,,,,
Fertec,fertecsrl.com,AgTech,"AgTech
Nuevos Sistemas De Cultivo
AI","Empresa lÃ­der en desarrollo, producciÃ³n y comercializaciÃ³n de equipos para fertilizaciÃ³n, tecnologÃ­a de agricultura digital y proyectos de gestiÃ³n sustentable de efluentes.",Argentina,"CÃ³rdoba, Argentina",N/A,+54 9 03472 444400,consultas@fertecsa.com,https://www.linkedin.com/company/fertec-s.r.l/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1vnrSFDhfLG19NH6elO5FHF2owNH48K7Q&w=3840&q=75,Lisand Tron (https://www.linkedin.com/in/lisandro-tron-81495895/?originalSubdomain=ar),2005,,,,,,,,
FieldData,fielddata.ag,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales","FieldData es una empresa que optimiza el tiempo de los equipos al simplificar la entrada de datos a travÃ©s de WhatsApp, eliminando procesos manuales y reduciendo la carga operativa con AI. AdemÃ¡s, facilita una toma de decisiones mÃ¡s Ã¡gil y precisa gracias a informes y anÃ¡lisis en tiempo real, garantizando datos actualizados y confiables.",Argentina,CÃ³rdoba,Pre-Seed,54 (3472) 58-17-77/ 54 9 3584 84-9114,,https://www.linkedin.com/company/fielddata/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1A9v9wHBHaOLxu5mW5c8SeEEvTyYmzTe7&w=3840&q=75,Francisco Ingham (https://www.linkedin.com/in/fpingham/) | Marcus Stromeyer (https://www.linkedin.com/in/mstromeyer/),2023,,,,,,,,
GBM Eco,gbm.eco,AgTech,Ag Hardware & Automation,"GBM es una empresa que fusiona el cuidado del medioambiente con la tecnologÃ­a. Restauramos sumideros de carbono degradados, focalizando en el trabajo social y la preservaciÃ³n de la biodiversidad, a la vez que implementamos sistemas de alerta temprana gracias al uso de la tecnologÃ­a.",Argentina,Santa Fe,Seed,+54 341 4473445,info@geoagro.com,https://www.linkedin.com/company/gbmeco/mycompany/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1mIKB5tPwPj-2s7B-akldHBRrmiMJ-4vg&w=3840&q=75,Juan JosÃ© NÃºÃ±ez (https://www.linkedin.com/in/juanjosenunez1/),2019,,,,,,,,
GBot,gbot.ag,Biotechnology & bioinputs ,"AgTech
Biotech, BioingenierÃ­a & Biomateriales",Combinamos tecnologÃ­a de vanguardia (robÃ³tica y AI) para desarrollar una nueva herramienta que permita la descripciÃ³n de los cultivos con datos de alta calidad.,Argentina,Santa Fe,Pre-Seed,+54 3496 521827,juani@gbot.ag,https://www.linkedin.com/company/gbot-ag/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1HnBMl8w1qp14eXXo8aCmxSbp5uASy0OG&w=3840&q=75,Javier Eduardo Epeloa (https://www.mapeos.endeavor.org.ar/TBD) | Juan Ignacio Mandolesi (https://www.mapeos.endeavor.org.ar/TBD) | Sergio Gregori (https://www.mapeos.endeavor.org.ar/TBD),2018,,,,,,,,
Genganar,linkedin.com/company/genganar,AgTech,Digital Agriculture / Ag Software,"Empresa que busca potenciar la productividad y rentabilidad del sector ganadero argentino, propiciando la generaciÃ³n de vÃ­nculos comerciales entre productores, y exponiendo la variedad y calidad de la genÃ©tica bovina argentina a nivel nacional e internacional a travÃ©s de un catalogo online.",Argentina,"CÃ³rdoba, RÃ­o Cuarto ",Seed,54 9 358 514-4703,,https://www.linkedin.com/company/genganar/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1piNYeG2MYBjkMFJMvLO8uEpNZl84OycH&w=3840&q=75,IÃ±igo Landeta Ortiz (https://www.linkedin.com/in/inigo-landeta/),2020,,,,,,,,
GeoAgro,geoagro.com,Biotechnology & bioinputs ,Digital agronomic support,Geoagro es una empresa con experiencia en el desarrollo e implementaciÃ³n de tecnologÃ­as para el agro. Entre sus Ã¡reas de expertise en encuentran el monitoreo satelital de cultivos y la agricultura de precisiÃ³n.,Argentina,Santa Fe,N/A,,https://geoagro.com/es/contactanos/,https://www.linkedin.com/company/geoagro/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1pWcwJOORqAu2FUGcuxGCvbQSu0Oa8ASw&w=3840&q=75,Ed Di Pollina (https://www.linkedin.com/in/ed-di-pollina-737b894/),N/A,,,,,,,,
Gisens Biotech,gisensbiotech.com,AgTech,Digital Agriculture / Ag Software,"Su producto Nano-Lab, un dispositivo de prueba completo y portÃ¡til, permitirÃ¡ medir y controlar con el tiempo un conjunto diverso de biomarcadores.",,,Pre-Seed,,,https://www.linkedin.com/company/gisens-biotech-sa/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1g2PgRa1DxvzEenScdxagn4DcTonZbxpn&w=3840&q=75,Esteban Piccinini (https://www.linkedin.com/in/esteban-piccinini-851b77164/) | Maria Florencia Piccinini (https://www.linkedin.com/in/maria-florencia-piccinini-5b431672/),2019,,,,,,,,
Humber,humber.com.ar,AgTech,Ag Hardware & Automation,Humber es una plataforma logÃ­stica B2B para camiones y cargadores.,,,Seed,,,https://www.linkedin.com/company/10945289/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1GdEGy9En2PEhDwU4Q79qU4mvRH8T12pU&w=3840&q=75,Javier Beverina (https://www.linkedin.com/in/javier-beverina-89448aa/) | Juan Jose Debuchy (https://www.linkedin.com/in/juan-jose-debuchy-bb176457/),2016,,,,,,,,
Innova Space,innova-space.com,AgTech,Digital Agriculture / Ag Software,"Democratizan el acceso a las comunicaciones IOT en todo el mundo, a travÃ©s de su constelaciÃ³n de pequeÃ±os satÃ©lites. Utilizados para la agricultura en todo LatinoamÃ©rica y el mundo.",,,N/A,,,https://www.linkedin.com/company/innovaspacearg/mycompany/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D106gdSmC9PdtAGT9dXZZRDz5iQplZ7Y05&w=3840&q=75,ALEJANDRO CORDERO (https://www.linkedin.com/in/alejandro-h-cordero-9450b414/),2021,,,,,,,,
InteliAgro,inteliagro.com,AgTech,"Ag Hardware & Automation
",Inteliagro es una empresa de software especializado en gestiÃ³n comercial para la agricultura,,,N/A,,,https://www.linkedin.com/company/inteliagro-argentina/about/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1Swc3UmD8FHjQLFAyNec4mX-qG-mOOEgM&w=3840&q=75,Gonzalo Verrone (https://www.linkedin.com/in/gonzalo-verrone/),2011,,,,,,,,
IOF Company,iofcompany.com,Biotechnology & bioinputs ,BioingenierÃ­a & Biomateriales,"IoF desarrolla e integra soluciones de IoT + Blockchain para conectar las cosas del campo y convertirlas en inteligentes, seguras, identificables y trazables.",,,Seed,,,https://www.linkedin.com/company/internet-of-fields/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1Ru4uY2ylMm3mJrQEgro9-BvOilhlhwZn&w=3840&q=75,Delfin Uranga (https://www.linkedin.com/in/delfin-uranga-a6aa7813/) | Gonzalo Delger (https://www.linkedin.com/in/gonzalo-delger-93731a8/),2020,,,,,,,,
Keclon,keclon.com,FOODTECH,Indoor & Controlled Environment Agriculture,"Keclon desarrolla, produce y comercializa enzimas industriales enfocada en los grandes clusters regionales: AlimentaciÃ³n Humana, Animal, OleoquÃ­micos y Biocombustibles.",,,Seed,,,https://www.linkedin.com/company/keclon-sa/about/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D19RM0tSbXju0RwxVpvbctM3geKMeMWdeS&w=3840&q=75,Hugo Menzella (https://www.linkedin.com/in/hugo-menzella-9818485/) | Maria Eugenia Castelli (https://www.linkedin.com/in/maria-eugenia-castelli-51a011164/) | Salvador Peiru (https://www.linkedin.com/in/salvador-peiru-429a3b5/),2011,,,,,,,,
Laurus Tech,laurusg.tech,AgTech,Ag Hardware & Automation,Sistema de cultivos para zonas urbanas,,,N/A,,,https://www.linkedin.com/company/laurus-ag/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1TdHl-MblXiVNZVtH51MTLUb3AMOi8-PA&w=3840&q=75,Federico Hojman (https://www.linkedin.com/in/federicohojman/) | Nicolas Bisso Urrutigoity (https://www.linkedin.com/in/nicobisso/),2019,,,,,,,,
Less Industries,blog.lessindustries.com,AgTech,Ag Hardware & Automati,Industrial IOT para Ã¡reas remotas y geogrÃ¡ficamente dispersas.,,,Seed,,,https://www.linkedin.com/company/less-industries ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1g0tBwW_b2GzQdrmf2YvpxzfhlylzXZAa&w=3840&q=75,Alberto Vaccaro | Andrei Vazhnov  | Elvio Toccalino (https://www.linkedin.com/in/elviotoccalino/) | Sebastian Cerone (https://www.linkedin.com/in/sebastiancerone/) | Sebastian Garcia Marra (https://www.linkedin.com/in/sebastiangarciamarra/),2014,,,,,,,,
Maqtec,maqtec.com,AgTech,"AgTech
Foodtech","MaqTec ha desarrollÃ³ una serie de soluciones integradas, innovadoras y fiables para diversas Ã¡reas de transformaciÃ³n elÃ©ctrica, poda mecÃ¡nica y recolecciÃ³n de aceitunas, uvas y naranjas.",Argentina,"Santa FÃ©, Venado Tuerto",N/A,,,https://www.linkedin.com/company/maqtec/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1QsbJB5Qw2w534cnFd5qtmWj8LugDBgSj&w=3840&q=75,Jose Mourelle (https://www.linkedin.com/in/jos%C3%A9-mourelle-357266/),2000,,,,,,,,
Modo Agrario,modoagrario.com,AgTech,Ag FinTech & InsurTech,Herramienta para eficientizar las transacciones de materias primas agroindustriales.,,,Seed,,,https://www.linkedin.com/company/modoagrario ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1AByiNLzCBBsJOMQ52as2JVGYFo6ngLLN&w=3840&q=75,MatÃ­as Durante (https://www.linkedin.com/in/durantematias/),2020,,,,,,,,
Moonflow AI,moonflow.ai,AgTech,Digital Agriculture / Ag Software,"Moonflow permite poner a funcionar el departamento de cobranzas de una empresa con tan solo unos clicks, operado por agentes de cobro virtuales y pre-integraciones listas para Estados Unidosr a ERPs y workflows, canales de comunicaciÃ³n y pasarelas de pago.",,,Seed,,,https://www.linkedin.com/company/moonflow-ai/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1Y059BeYjoHohAFxTdGNDkPP_Bjgw9-Gr&w=3840&q=75,Facundo Turconi (https://www.linkedin.com/in/facundoturconi/),2023,,,,,,,,
MuvinApp,muvinapp.com,FOODTECH,"Food Safety, Traceability & Quality","Muvin es una herramienta online de logÃ­stica que hace facil la asignaciÃ³n y coordinaciÃ³n de viajes, la comunicaciÃ³n y el seguimiento del estado de las cargas de cereales y subproductos.",,,N/A,,,https://www.linkedin.com/company/muvinapp/ ,,,,https://www.mapeos.endeavor.org.ar/_next/image?url=https%3A%2F%2Fdrive.google.com%2Fuc%3Fexport%3Dview%26id%3D1NbYsKCF-0-YGUbLYllTp9MZKTvFgaoy3&w=3840&q=75,Eloy Vera Bahima (https://www.linkedin.com/in/eloy-vera-bahima/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=ar),2018,,,,,,,,
